"Density","Eddy_Viscosity","Heat_Flux","Laminar_Viscosity","Omega","Pressure","Pressure_Coefficient","Residual_Omega","Residual_Pressure","Residual_TKE","Residual_Velocity:0","Residual_Velocity:1","Residual_Velocity:2","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Turb_Kin_Energy","Velocity:0","Velocity:1","Velocity:2","Y_Plus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1,9.1272e-05,0,1.6226e-06,44.256,0.0125,0.025001,-4.7892e-08,5.7216e-11,1.1041e-10,2.8351e-09,-5.1181e-11,0,0,0,0,0.0040393,0.51704,-0.00032556,0,0,1,0.0057362,1,-0.020964,0
1,9.2603e-05,0,1.6226e-06,43.806,0.0125,0.025,-4.7699e-08,5.7225e-11,1.1127e-10,2.8308e-09,-5.1789e-11,0,0,0,0,0.0040513,0.51774,-0.00033204,0,0,1,0.0058029,1,-0.020897,0
1,9.3935e-05,0,1.6226e-06,43.356,0.012499,0.024999,-4.7507e-08,5.7233e-11,1.1213e-10,2.8266e-09,-5.2397e-11,0,0,0,0,0.0040634,0.51844,-0.00033853,0,0,1,0.0058696,1,-0.02083,0
1,9.5266e-05,0,1.6226e-06,42.906,0.012499,0.024998,-4.7314e-08,5.7241e-11,1.13e-10,2.8223e-09,-5.3005e-11,0,0,0,0,0.0040754,0.51914,-0.00034501,0,0,1,0.0059363,1,-0.020764,0
1,9.6597e-05,0,1.6226e-06,42.455,0.012499,0.024997,-4.7121e-08,5.7249e-11,1.1386e-10,2.818e-09,-5.3613e-11,0,0,0,0,0.0040875,0.51984,-0.0003515,0,0,1,0.006003,1,-0.020697,0
1,9.7929e-05,0,1.6226e-06,42.005,0.012498,0.024996,-4.6929e-08,5.7258e-11,1.1472e-10,2.8137e-09,-5.4221e-11,0,0,0,0,0.0040995,0.52054,-0.00035798,0,0,1,0.0060697,1,-0.02063,0
1,9.926e-05,0,1.6226e-06,41.555,0.012498,0.024995,-4.6736e-08,5.7266e-11,1.1558e-10,2.8095e-09,-5.4829e-11,0,0,0,0,0.0041116,0.52124,-0.00036446,0,0,1,0.0061364,1,-0.020564,0
1,0.00010059,0,1.6226e-06,41.105,0.012497,0.024995,-4.6544e-08,5.7274e-11,1.1644e-10,2.8052e-09,-5.5437e-11,0,0,0,0,0.0041237,0.52194,-0.00037095,0,0,1,0.0062031,1,-0.020497,0
1,0.00010192,0,1.6226e-06,40.654,0.012497,0.024994,-4.6351e-08,5.7282e-11,1.1731e-10,2.8009e-09,-5.6045e-11,0,0,0,0,0.0041357,0.52264,-0.00037743,0,0,1,0.0062698,1,-0.02043,0
1,0.00010325,0,1.6226e-06,40.204,0.012496,0.024993,-4.6158e-08,5.7291e-11,1.1817e-10,2.7967e-09,-5.6653e-11,0,0,0,0,0.0041478,0.52334,-0.00038392,0,0,1,0.0063365,1,-0.020364,0
